obs_fcd,dam_jp,dam_kana,pref,town,river,operator,latitude,longitude,address,normal_high_stage_m,min_stage_m
0025700700001,美唄ダム,びばいだむ,北海道道央,美唄市,美唄川,空知総合振興局札幌建管,43.3533333,141.9797222,北海道美唄市字美唄,247.7,244.7
0025700700002,栗山ダム,くりやまだむ,北海道道央,夕張郡栗山町,ポンウエンベツ川,空知総合振興局札幌建管,43.0750278,141.8553333,北海道夕張郡栗山町桜山,76.6,72.5
0025700700003,徳富ダム,とっぷだむ,北海道道央,樺戸郡新十津川町,徳富川,空知総合振興局札幌建管,43.5980556,141.62,北海道樺戸郡新十津川町字トップ1番10,306.5,271.8
0025700700004,当別ダム,とうべつだむ,北海道道央,石狩郡当別町,当別川,空知総合振興局札幌建管,43.3177083,141.5628583,北海道石狩郡当別町字青山,57.2,43.5
0025700700101,新中野ダム,しんなかのだむ,北海道道南,函館市,亀田川,渡島総合振興局函館建管,41.8702778,140.7858333,北海道函館市亀田大森町,261.2,242.7
0025700700102,矢別ダム,やべつだむ,北海道道南,函館市,汐泊川,渡島総合振興局函館建管,41.8388889,140.9080556,北海道函館市紅葉山町,104.1,104.1
0025700700103,上ノ国ダム,かみのくにだむ,北海道道南,檜山郡上ノ国町,目名川,渡島総合振興局函館建管,41.8025,140.1847222,北海道檜山郡上ノ国町字内郷,88.6,74.9
0025700700161,高見ダム,たかみだむ,北海道道南,沙流郡日高町,静内川,胆振総合振興局室蘭建管,42.4575,142.6375,北海道日高郡新ひだか町字静内高見,221,195
0025700700162,様似ダム,さまにだむ,北海道道南,様似郡様似町,様似川,胆振総合振興局室蘭建管,42.185,142.9594444,北海道様似郡様似町新富,57,57
0025700700163,浦河ダム,うらかわだむ,北海道道南,浦河郡浦河町,向別川,胆振総合振興局室蘭建管,42.2388889,142.8244444,北海道浦河郡浦河町字上向別,65,60.6
0025700700164,厚幌ダム,あっぽろだむ,北海道道南,勇払郡厚真町,厚真川,胆振総合振興局室蘭建管,42.7663889,141.9933333,北海道勇払郡厚真町字幌内506-9地先,85.4,64
0025700700281,佐幌ダム,さほろだむ,北海道道東,上川郡新得町,佐幌川,十勝総合振興局帯広建管,43.17,142.8377778,北海道上川郡新得町字新内,277.5,277.5
0025700700341,庶路ダム,しょろだむ,北海道道東,白糠郡白糠町,庶路川,釧路総合振興局釧路建管,43.1722222,143.9858333,北海道白糠郡白糠町字滝の上,177.8,171.3
0025700700381,朝里ダム,あさりだむ,北海道道央,小樽市,朝里川,後志総合振興局小樽建管,43.1333333,141.0416667,北海道小樽市朝里川温泉2丁目,197.1,177.3
0025700700441,愛別ダム,あいべつだむ,北海道道北,上川郡愛別町,狩布川,上川総合振興局旭川建管,43.9561111,142.6358333,北海道上川郡愛別町協和,277.9,271.7
0025700700442,西岡ダム,にしおかだむ,北海道道北,上川郡剣淵町,小沢川,上川総合振興局旭川建管,44.0630556,142.2972222,北海道上川郡剣淵町南桜町,209.7,207.4
0025700700501,有明ダム,ありあけだむ,北海道道北,苫前郡初山別村,茂築別川,留萌振興局留萌建管,44.4022222,141.8461111,北海道苫前郡初山別村有明,88,84.4
0025700700502,小平ダム,おびらだむ,北海道道北,留萌郡小平町,小平蘂川,留萌振興局留萌建管,44.0661111,141.91,北海道留萌郡小平町滝下,70.9,65.1
0051300700001,下湯ダム,しもゆだむ,青森県,青森市,堤川,東青県土整備事務所,40.6919444,140.7763889,青森県青森市大字荒川字横倉1,263.4,253.4
0051300700002,浅虫ダム,あさむしだむ,青森県,青森市,浅虫川,東青県土整備事務所,40.8852778,140.8744444,青森県青森市大字浅虫字内野72-1,14,11.1
0051300700006,世増ダム,よまさりだむ,青森県,八戸市,新井田川,三八県土整備事務所,40.3902778,141.4791667,青森県八戸市南郷大字島守字崩向10-3,97.7,80.7
0051300700012,久吉ダム,ひさよしだむ,青森県,平川市,津刈川,中南県土整備事務所,40.4416667,140.6936111,青森県平川市碇ケ関東碇ケ関山1-106,276.4,265.3
0051300700013,遠部ダム,とおべだむ,青森県,平川市,平川,中南県土整備事務所,40.4286111,140.6486111,青森県平川市碇ケ関西碇ケ関山1-1,,219.7
0051300700014,相馬ダム（利水）,そうまだむ,青森県,弘前市,作沢川,中南県土整備事務所,40.5569444,140.3122222,青森県弘前市大字沢田字園村63-24,200.2,179.8
0051300700016,飯詰ダム,いいづめだむ,青森県,五所川原市,飯詰川,西北県土整備事務所,40.8416667,140.515,青森県五所川原市大字飯詰字影日沢842-2,73.2,64.6
0051300700017,小泊ダム,こどまりだむ,青森県,北津軽郡中泊町,小泊川,西北県土整備事務所,41.1291667,140.3380556,青森県北津軽郡中泊町字成滝132,67.5,62.4
0051300700021,清水目ダム（利水）,しみずめだむ,青森県,上北郡東北町,野辺地川,上北県土整備事務所,40.8119444,141.0791667,青森県上北郡東北町字清水目深山1-11,108.6,108.6
0051300700026,川内ダム,かわうちだむ,青森県,むつ市,川内川,下北県土整備事務所,41.275,140.8941667,青森県むつ市川内町福浦山314,178.7,168.3
0076900700001,滝ダム,たきだむ,岩手県,久慈市,長内川,岩手県,40.1515194,141.7234583,岩手県久慈市小久慈町1-35-23,59.4,54.3
0076900700002,簗川ダム,やながわだむ,岩手県,盛岡市,簗川,岩手県,39.6731306,141.2631139,岩手県盛岡市川目地内,279.2,262
0076900700003,綱取ダム,つなとりだむ,岩手県,盛岡市,中津川,岩手県,39.7112139,141.20485,岩手県盛岡市浅岸字二ツ森25-34,194,183
0076900700004,日向ダム,ひなただむ,岩手県,釜石市,小川川,岩手県,39.2928056,141.7976389,岩手県釜石市甲子町,136.5,135.4
0076900700005,鷹生ダム,たこうだむ,岩手県,大船渡市,鷹生川,岩手県,39.1554444,141.7022889,岩手県大船渡市日頃市町字上甲子18-1,260.5,246
0076900700006,綾里川ダム,りょうりがわだむ,岩手県,大船渡市,綾里川,岩手県,39.062725,141.7787639,岩手県大船渡市三陸町綾里,107.7,91.6
0076900700008,早池峰ダム,はやちねだむ,岩手県,花巻市,稗貫川,岩手県,39.5314861,141.3390694,岩手県花巻市大迫町内川目第10地割24-11,302,282.5
0076900700011,入畑ダム,いりはただむ,岩手県,北上市,夏油川,岩手県,39.2395889,140.9500111,岩手県北上市和賀町岩崎新田１地割,350,312
0076900700012,遠野ダム,とおのだむ,岩手県,遠野市,来内川,岩手県,39.3059917,141.53545,岩手県遠野市遠野町栃洞,306.1,306.1
0076900700016,遠野第二ダム,とおのだいにだむ,岩手県,遠野市,来内川,岩手県,39.3194972,141.5294694,岩手県遠野市遠野町30地割,278.1,275.9
0102500700001,花山ダム,はなやまだむ,宮城県,栗原市,迫川,宮城県,38.7791667,140.8677778,宮城県栗原市花山本沢字向原11,124.6,108.8
0102500700002,栗駒ダム（利水）,くりこまだむ,宮城県,栗原市,三迫川,栗原地方ダム総合事務所（栗駒ダム）,38.9072222,140.9169444,宮城県栗原市栗駒沼倉玉山1,198,175
0102500700003,化女沼ダム,けじょぬまだむ,宮城県,大崎市,長者川,宮城県,38.6263889,140.9627778,宮城県大崎市古川小野字遠沢2-2,25.9,23.4
0102500700004,小田ダム,こだだむ,宮城県,栗原市,長崎川,宮城県,38.7558333,140.8419444,宮城県栗原市一迫53-12,163.5,145
0102500700005,荒砥沢ダム,あらとざわだむ,宮城県,栗原市,二迫川,宮城県,38.8816667,140.8575,宮城県栗原市栗駒大字荒砥沢57,274.4,241.1
0102500700006,長沼ダム,ながぬまだむ,宮城県,登米市,迫川,宮城県,38.7052778,141.155,宮城県登米市迫町北方,8.7,6.5
0102500700007,上大沢ダム,かみおおさわだむ,宮城県,大崎市,大沢川,宮城県,38.7955556,140.6405556,宮城県大崎市鳴子温泉鬼首字上大沢川45-2,312,310.1
0102500700008,南川ダム,みなみかわだむ,宮城県,黒川郡大和町,南川,宮城県,38.4338889,140.8202778,宮城県黒川郡大和町吉田字悪田西63-4,97.6,81.8
0102500700009,漆沢ダム,うるしざわだむ,宮城県,加美郡加美町,鳴瀬川,宮城県,38.5722222,140.6413889,宮城県加美郡加美町字漆沢宮ヶ森1-17,270.5,243.1
0102500700010,宮床ダム,みやとこだむ,宮城県,黒川郡大和町,宮床川,宮城県,38.3875,140.8208333,宮城県黒川郡大和町宮床字笹倉195-21,98,79.5
0102500700011,大倉ダム,おおくらだむ,宮城県,仙台市,大倉川,宮城県,38.3219444,140.7063889,宮城県仙台市青葉区大倉字高畑34-12,270.6,240.65
0102500700012,樽水ダム,たるみずだむ,宮城県,名取市,増田川,宮城県,38.1780556,140.8441667,宮城県名取市高舘川上字長畑多72,55.7,43.1
0102500700013,七北田ダム,ななきただむ,宮城県,仙台市,七北田川,宮城県,38.3586111,140.7361111,宮城県仙台市泉区福岡字蒜但木向1-83,243,218
0102500700014,惣の関ダム,そうのせきだむ,宮城県,宮城郡利府町,勿来川,宮城県,38.3444444,140.9894444,宮城県宮城郡利府町森郷字名古曽87-6,33.1,26.5
0102500700015,払川ダム,はらいかわだむ,宮城県,本吉郡南三陸町,伊里前川,宮城県,38.7283333,141.4719444,宮城県本吉郡南三陸町歌津払川,120.1,113.9
0128100700001,旭川ダム,あさひかわだむ,秋田県,秋田市,旭川,秋田県,39.8011722,140.2169,秋田県秋田市仁別字マンタラメ,125,125
0128100700002,岩見ダム,いわみだむ,秋田県,秋田市,三内川,秋田県,39.7455833,140.3425278,秋田県秋田市河辺三内字財の神,147,124
0128100700003,素波里ダム,すばりだむ,秋田県,山本郡藤里町,粕毛川,秋田県,40.3336111,140.2227222,秋田県山本郡藤里町粕毛字南鹿瀬内沢３,149.6,110.6
0128100700004,山瀬ダム,やませだむ,秋田県,大館市,岩瀬川,秋田県,40.3534722,140.4546667,秋田県大館市岩瀬字平戸内尻,190.8,173.5
0128100700005,萩形ダム,はぎなりだむ,秋田県,北秋田郡上小阿仁村,小阿仁川,秋田県,39.9244722,140.3131667,秋田県北秋田郡上小阿仁村南沢字小阿仁,223,205.5
0128100700006,早口ダム,はやぐちだむ,秋田県,大館市,早口川,秋田県,40.4046389,140.3542222,秋田県大館市早口字大割沢,311.5,289
0128100700007,森吉ダム,もりよしだむ,秋田県,北秋田市,小又川,秋田県,40.0476417,140.6062889,秋田県北秋田市森吉字大印,350,330
0128100700008,協和ダム,きょうわだむ,秋田県,大仙市,淀川,秋田県,39.6928056,140.4411389,秋田県大仙市協和船岡字大川前８,220.4,212
0128100700009,鎧畑ダム,よろいはただむ,秋田県,仙北市,玉川,秋田県,39.79,140.6536111,秋田県仙北市田沢湖田沢字中山４４－７,325,299
0128100700010,大内ダム,おおうちだむ,秋田県,由利本荘市,その他,秋田県,39.4367778,140.2555833,秋田県由利本荘市小栗山,67,63
0128100700011,砂子沢ダム,すなこざわだむ,秋田県,鹿角郡小坂町,小坂川,秋田県,40.3758333,140.7523056,秋田県鹿角郡小坂町小坂字向１２５,343,314
0128100700012,皆瀬ダム,みなせだむ,秋田県,湯沢市,皆瀬川,秋田県,39.0558333,140.6293333,秋田県湯沢市皆瀬字小貝渕,250,222.5
0128100700013,板戸ダム,いたどだむ,秋田県,湯沢市,皆瀬川,秋田県,39.068,140.5967222,秋田県湯沢市皆瀬字真木１９,194.9,184.5
0128100700014,大松川ダム,おおまつかわだむ,秋田県,横手市,松川,秋田県,39.3076944,140.6456111,秋田県横手市山内大松川字木戸口６０,183.7,160.2
0128100700015,水沢ダム,みずさわだむ,秋田県,山本郡八峰町,水沢川,秋田県農地整備課,40.3596944,140.0983056,秋田県山本郡八峰町峰浜水沢,172.5,160
0153700700001,蔵王ダム,ざおうだむ,山形県,山形市,馬見ヶ崎川,村山総合支庁,38.1969444,140.4358333,山形県山形市大字上宝沢字葉の木沢,603,576.5
0153700700002,前川ダム,まえかわだむ,山形県,上山市,前川,村山総合支庁,38.1272222,140.2316667,山形県上山市川口1439,258,244.5
0153700700003,白水川ダム,しろみずがわだむ,山形県,東根市,白水川,村山総合支庁,38.4513889,140.4741667,山形県東根市大字泉郷3254,358,340.5
0153700700004,月光川ダム,がっこうがわだむ,山形県,飽海郡遊佐町,月光川,庄内総合支庁,39.0294444,139.9833333,山形県飽海郡遊佐町大字字金俣,169,169
0153700700006,高坂ダム,たかさかだむ,山形県,最上郡真室川町,鮭川,最上総合支庁,38.9711111,140.16,山形県最上郡真室川町大字差首鍋字青沢,196,180
0153700700007,神室ダム,かむろだむ,山形県,最上郡金山町,金山川,最上総合支庁,38.9122222,140.4208333,山形県最上郡金山町大字有屋字神室,383.8,368.1
0153700700010,木地山ダム,きじやまだむ,山形県,長井市,野川,置賜総合支庁,38.1497222,139.92,山形県長井市寺泉字桶沢,480.9,464.5
0153700700011,綱木川ダム,つなきがわだむ,山形県,米沢市,綱木川,置賜総合支庁,37.8406667,140.0451111,山形県米沢市大字簗沢字糸畔,456,440.5
0153700700013,留山川ダム,とめやまがわだむ,山形県,天童市,押切川,村山総合支庁,38.3566667,140.4558333,山形県天童市大字山口字薪山,300,293
0153700700014,荒沢ダム,あらさわだむ,山形県,鶴岡市,赤川,庄内総合支庁,38.5130556,139.7788889,山形県鶴岡市荒沢字狩篭145,254,230
0153700700015,温海川ダム,あつみがわだむ,山形県,鶴岡市,温海川,庄内総合支庁,38.5938889,139.6705556,山形県鶴岡市一霞字布滝,142.5,139
0153700700016,田沢川ダム,たざわがわだむ,山形県,酒田市,田沢川,庄内総合支庁,38.8436111,140.0275,山形県酒田市山元字奥山,130.8,102
0153700700017,最上小国川流水型ダム,もがみおぐにがわりゅうすいがただむ,山形県,最上郡最上町,最上小国川,最上総合支庁,38.702625,140.5749389,山形県最上郡最上町大字富澤字菅ノ平,276,
0179300700001,こまちダム,こまちだむ,福島県,田村郡小野町,黒森川,福島県,37.28,140.5872222,福島県田村郡小野町大字菖蒲谷字堂田46-21,479,474.5
0179300700002,堀川ダム,ほっかわだむ,福島県,西白河郡西郷村,堀川,福島県,37.1563889,140.0736111,福島県西白河郡西郷村大字真船字横川180番地4,609,588.5
0179300700003,日中ダム,にっちゅうだむ,福島県,喜多方市,押切川,福島県,37.7538889,139.9097222,福島県喜多方市熱塩加納町熱塩字オソバ丙1451-3,480,426.5
0179300700004,東山ダム,ひがしやまだむ,福島県,会津若松市,湯川,福島県,37.4638889,139.9669444,福島県会津若松市東山町大字湯本字境沢山334-2,396.5,374
0179300700005,田島ダム,たじまだむ,福島県,南会津郡南会津町,高野川,福島県,37.2338889,139.7383333,福島県南会津郡南会津町高野,662.2,657.3
0179300700006,真野ダム,まのだむ,福島県,相馬郡飯舘村,真野川,福島県,37.7194444,140.8325,福島県相馬郡飯舘村大倉字松ヶ平582,176,140
0179300700007,木戸ダム,きどだむ,福島県,双葉郡楢葉町,木戸川,福島県,37.2705556,140.9155556,福島県双葉郡楢葉町大字上小塙字シベソフ1,181.5,175.5
0179300700008,高柴ダム,たかしばだむ,福島県,いわき市,鮫川,福島県,36.9558333,140.7325,福島県いわき市田人町旅人字井戸沢227-11,52.5,44
0179300700009,四時ダム,しときだむ,福島県,いわき市,四時川,福島県,36.9061111,140.7202778,福島県いわき市川部町大沢169-1,103.5,86
0179300700010,小玉ダム,こだまだむ,福島県,いわき市,小玉川,福島県,37.125,140.8280556,福島県いわき市小川町高萩字釜ノ前1-25,188,172
0179300700011,千五沢ダム,せんござわだむ,福島県,石川郡石川町,北須川,福島県,37.1886639,140.4856417,福島県石川郡石川町大字母畑,357.6,347
0204900700001,水沼ダム,みずぬまだむ,茨城県,北茨城市,花園川,高萩工事事務所,36.8505556,140.6761111,北茨城市華川町小豆畑,280,270
0204900700002,花貫ダム,はなはなぬきだむ,茨城県,高萩市,花貫川,高萩工事事務所,36.7247222,140.6486111,髙萩市秋山字板木,172.8,161
0204900700003,十王ダム,じゅうおうだむ,茨城県,日立市,十王川,高萩工事事務所,36.6702778,140.6616667,日立市十王町高原,99.5,90
0204900700004,小山ダム,こやまだむ,茨城県,高萩市,大北川,高萩工事事務所,36.7963889,140.6441667,髙萩市大字横川字向,291.4,286.1
0204900700005,藤井川ダム,ふじいがわだむ,茨城県,東茨城郡城里町,藤井川,水戸土木事務所,36.4355556,140.3588889,東茨城郡城里町下古内,45.5,35.9
0204900700006,竜神ダム,りゅうじんだむ,茨城県,常陸太田市,竜神川,常陸太田工事事務所,36.6841667,140.4672222,常陸太田市下高倉町,152.5,136
0204900700007,飯田ダム,いいだだむ,茨城県,笠間市,飯田川,水戸土木事務所,36.4244444,140.2797222,笠間市飯田字梨木平,105.5,95.7
0230500700001,中禅寺ダム,ちゅうぜんじだむ,栃木県,日光市,大谷川,日光土木事務所,36.7386111,139.4991667,栃木県日光市中宮祠,1274.1,1272.2
0230500700002,三河沢ダム,みかわさわだむ,栃木県,日光市,三河沢川,日光土木事務所,36.955,139.5497222,栃木県日光市湯西川,878,870.8
0230500700003,松田川ダム,まつだがわだむ,栃木県,足利市,松田川,安足土木事務所,36.4263889,139.425,栃木県足利市松田町,238.5,214
0230500700004,西荒川ダム,にしあらかわだむ,栃木県,塩谷郡塩谷町,西荒川,矢板土木事務所,36.8169444,139.825,栃木県塩谷郡塩谷町上寺島,364.4,351
0230500700005,塩原ダム,しおばらだむ,栃木県,那須塩原市,箒川,矢板土木事務所,36.9516667,139.8847222,栃木県那須塩原市金沢,419,398.5
0230500700006,寺山ダム,てらやまだむ,栃木県,矢板市,宮川,矢板土木事務所,36.8475,139.8644444,栃木県矢板市長井,406.5,386
0230500700007,東荒川ダム,ひがしあらかわだむ,栃木県,塩谷郡塩谷町,荒川,矢板土木事務所,36.8469444,139.8286111,栃木県塩谷郡塩谷町上寺島,523.1,498.4
0256100700001,塩沢ダム,しおざわだむ,群馬県,多野郡神流町,塩沢川,藤岡土木事務所,36.1261111,138.8894444,群馬県多野郡神流町大字塩沢地先,536.9,521.3
0256100700002,坂本ダム,さかもとだむ,群馬県,安中市,碓氷川,安中土木事務所,36.3530556,138.7077778,群馬県安中市松井田町大字坂本地先,520.5,512.1
0256100700003,霧積ダム,きりづみだむ,群馬県,安中市,霧積川,安中土木事務所,36.3686111,138.7008333,群馬県安中市松井田町大字坂本,609.3,591
0256100700004,道平川ダム,どうだいらがわだむ,群馬県,甘楽郡下仁田町,道平川,富岡土木事務所,36.2355556,138.6783333,群馬県甘楽郡下仁田町大字南野牧,469,438.5
0256100700005,大仁田ダム,おおにただむ,群馬県,甘楽郡南牧村,大仁田川,富岡土木事務所,36.1363889,138.6855556,群馬県甘楽郡南牧村大字大仁田,679.1,676.1
0256100700006,桐生川ダム,きりゅうがわだむ,群馬県,桐生市,桐生川,桐生土木事務所,36.4730556,139.4077778,群馬県桐生市梅田町 4丁目,253.7,226.5
0256100700007,四万川ダム,しまがわだむ,群馬県,吾妻郡中之条町,四万川,中之条土木事務所,36.6963889,138.7813889,群馬県吾妻郡中之条町大字四万4400-28,751.5,714.8
0281700700001,合角ダム,かっかくだむ,埼玉県,秩父市,吉田川,秩父県土整備事務所,36.0580556,138.9658333,埼玉県秩父市吉田吉田字松山,328,301.2
0281700700002,有間ダム,ありまだむ,埼玉県,飯能市,有間川,飯能県土整備事務所,35.8727778,139.1772222,埼玉県飯能市大字下名栗,311.5,274.5
0281700700003,権現堂調節池,ごんげんどうちょうせつち,埼玉県,幸手市,権現堂調節池,杉戸県土整備事務所,36.0936111,139.7247222,埼玉県幸手市大字権現堂（権現堂調節池）,11.32,4
0307300700001,亀山ダム,かめやまだむ,千葉県,君津市,関東管内,亀山･片倉ダム管理事務所,35.23,140.0855556,千葉県君津市豊田33,80.6,67.6
0307300700002,片倉ダム,かたくらだむ,千葉県,君津市,関東管内,亀山･片倉ダム管理事務所,35.2022222,140.0736111,千葉県君津市笹字真崎1459-4,119.8,111.5
0307300700003,高滝ダム,たかたきだむ,千葉県,市原市,関東管内,高滝ダム管理事務所,35.3572222,140.1441667,千葉県市原市養老468,37.3,32.2
0307300700004,矢那川ダム,やながわだむ,千葉県,木更津市,関東管内,亀山･片倉ダム管理事務所,35.3475,139.9863889,千葉県木更津市矢那988-1,42,38
0332900700101,白丸調整池,しろまるちょうせいち,東京都,西多摩郡奥多摩町,多摩川,東京都,35.8111111,139.1241667,東京都西多摩郡奥多摩町,,
0358500700001,城山ダム,しろやまだむ,神奈川県,相模原市,相模川,相模川水系ダム管理事務所,35.5858333,139.2833333,神奈川県相模原市緑区城山2-9-1,124,95
0358500700002,三保ダム,みほだむ,神奈川県,足柄上郡山北町,河内川,酒匂川水系ダム管理事務所,35.4102778,139.0416667,神奈川県足柄上郡山北町神尾田,321.5,282.3
0358500700004,相模ダム,さがみだむ,神奈川県,相模原市,相模川管内,神奈川県,35.6152778,139.1955556,相模原市緑区与瀬他,,
0358500700005,道志ダム,どうしだむ,神奈川県,相模原市,相模川管内,神奈川県,35.5505556,139.1336111,相模原市緑区牧野他,,
0384100700001,三面ダム,みおもてだむ,新潟県,村上市,三面川,新潟県,38.2425,139.6352778,新潟県村上市岩崩,121,98
0384100700002,奥三面ダム,おくみおもてだむ,新潟県,村上市,三面川,新潟県,38.2630556,139.7041667,新潟県村上市三面,229,188
0384100700003,内の倉ダム,うちのくらだむ,新潟県,新発田市,加治川,新潟県,37.8502778,139.4247222,新潟県新発田市小戸,162,130
0384100700004,胎内川ダム,たいないがわだむ,新潟県,胎内市,胎内川,新潟県,37.9605556,139.5366667,新潟県胎内市下荒沢,292,278
0384100700005,加治川治水ダム,かじかわちすいだむ,新潟県,新発田市,加治川,新潟県,37.8147222,139.4927778,新潟県新発田市滝谷,274.4,274.4
0384100700006,早出川ダム,はやでがわだむ,新潟県,五泉市,早出川,新潟県,37.6425,139.2933333,新潟県五泉市小面谷,190.5,157
0384100700007,笠堀ダム,かさぼりダム,新潟県,三条市,笠堀川,新潟県,37.5052778,139.1738889,新潟県三条市笠堀,207,175
0384100700008,大谷ダム,おおたにだむ,新潟県,三条市,大谷川,新潟県,37.4941667,139.1544444,新潟県三条市大谷,191.4,184
0384100700009,下条川ダム,げじょうがわだむ,新潟県,加茂市,下条川,新潟県,37.6394444,139.0638889,新潟県加茂市大字下条,31.5,31.5
0384100700010,刈谷田川ダム,かりやたがわだむ,新潟県,長岡市,刈谷田川,新潟県,37.4366667,139.0522222,新潟県長岡市栃堀,249.5,235
0384100700011,破間川ダム,あぶるまがわだむ,新潟県,魚沼市,破間川,新潟県,37.3433333,139.1636111,新潟県魚沼市大白川,459.5,427.5
0384100700012,鯖石川ダム,さばいしがわだむ,新潟県,柏崎市,鯖石川管内,新潟県,37.1769444,138.6094444,新潟県柏崎市高柳町,135,129.75
0384100700013,城川ダム,しろかわだむ,新潟県,十日町市,城川,新潟県,37.1066667,138.5619444,新潟県十日町市室野,271.4,269.1
0384100700014,正善寺ダム,しょうぜんじだむ,新潟県,上越市,正善寺川,新潟県,37.1455556,138.1825,新潟県上越市大字上正善寺,88,72
0384100700015,柿崎川ダム,かきざきがわだむ,新潟県,上越市,柿崎川,新潟県,37.2425,138.4766667,新潟県上越市柿崎区,120.5,110.5
0384100700016,大野川ダム,おおのがわだむ,新潟県,佐渡市,大野川,新潟県,37.9858333,138.4413889,新潟県佐渡市新穂大野,142.5,135.5
0384100700017,久知川ダム,くちがわだむ,新潟県,佐渡市,久知川,新潟県,38.0286111,138.4852778,新潟県佐渡市久知川内,123.7,114.8
0384100700018,新保川ダム,しんぼがわだむ,新潟県,佐渡市,新保川,新潟県,38.0622222,138.3588889,新潟県佐渡市金井稲穂,160.2,158.6
0384100700019,広神ダム,ひろかみだむ,新潟県,魚沼市,和田川,新潟県,37.3066667,138.97,新潟県魚沼市小平尾,213.5,200.5
0384100700020,奥胎内ダム,おくたいないだむ,新潟県,胎内市,胎内川,新潟県,37.9188889,139.5497222,新潟県胎内市下荒沢,384,384
0409800700061,熊野川ダム,くまのがわだむ,富山県,富山市,熊野川,富山土木センター,36.5597222,137.3122222,富山県富山市手出12,315.6,295.6
0409800700062,久婦須川ダム,くぶすがわだむ,富山県,富山市,久婦須川,富山土木センター,36.5111111,137.1886111,富山県富山市八尾町桐谷,337.5,321
0409800700063,室牧ダム,むろまきだむ,富山県,富山市,井田川,室牧ダム管理事務所,36.5383333,137.0916667,富山県富山市蒲谷,259,227
0410000700041,上市川ダム,かみいちがわだむ,富山県,中新川郡上市町,上市川,上市川ダム管理事務所,36.6780556,137.4152778,富山県中新川郡上市町東種,198.8,176
0410000700042,上市川第２ダム,かみいちがわだいにだむ,富山県,中新川郡上市町,上市川,上市川ダム管理事務所,36.6697222,137.4344444,富山県中新川郡上市町東種,283.4,269.9
0410000700043,白岩川ダム,しらいわがわだむ,富山県,中新川郡立山町,白岩川,白岩川ダム管理事務所,36.6394444,137.36,富山県中新川郡立山町白岩,129.2,123.8
0410100700021,角川ダム,かどかわだむ,富山県,魚津市,角川,新川土木センター,36.7536111,137.4305556,富山県魚津市大熊,123,120.25
0410100700022,布施川ダム,ふせがわだむ,富山県,魚津市,布施川,新川土木センター,36.8041667,137.5183333,富山県黒部市福平字大阪285,282.6,271.8
0410200700001,朝日小川ダム,あさひおがわだむ,富山県,下新川郡朝日町,小川,入善土木事務所,36.8880556,137.6177778,富山県下新川郡朝日町山崎字道口1-6,229,224
0410200700002,大谷ダム,おおたにだむ,富山県,黒部市,大谷川,入善土木事務所,36.8558333,137.4863889,富山県黒部市吉城寺,149.5,143.1
0410200700003,舟川ダム,ふながわだむ,富山県,下新川郡入善町,舟川,入善土木事務所,36.8704972,137.5850111,富山県下新川郡入善町舟見,295.3,290.9
0410400700101,境川ダム,さかいがわだむ,富山県,南砺市,境川,境川ダム管理事務所,36.3425,136.8394444,富山県南砺市桂字栃木平1-5,570.1,512
0410400700102,城端ダム,じょうはなだむ,富山県,南砺市,山田川,砺波土木センター,36.4838889,136.87,富山県南砺市上田外26カ村入会地字山田郷真川19-1,263,246
0410400700103,利賀川ダム,とががわだむ,富山県,南砺市,利賀川,利賀川ダム管理事務所,36.3277778,136.9986111,富山県南砺市利賀村水無,894.5,887
0410400700104,和田川ダム,わだがわだむ,富山県,砺波市,和田川,和田川ダム管理事務所,36.6547222,137.0397222,富山県砺波市増山,43.5,38
0410400700122,刀利ダム,とうりだむ,富山県,南砺市,小矢部川,砺波土木センター,36.4672222,136.8102778,富山県南砺市刀利字大平72-2,354.5,321.5
0410400700123,臼中ダム,うすなかだむ,富山県,南砺市,打尾川,砺波土木センター,36.4669444,136.8558333,富山県南砺市臼中東島40,335.4,309.5
0410500700121,子撫川ダム,こなでがわだむ,富山県,小矢部市,子撫川,子撫川統合ダム管理事務所,36.725,136.8541667,富山県小矢部市宮中字新村15,100.4,84.3
0435300700001,我谷ダム,わがたにだむ,石川県,加賀市,大聖寺川,大聖寺川ダム統合管理事務所,36.2108333,136.3494444,石川県加賀市山中温泉我谷町ロ-1,148,123
0435300700002,九谷ダム,くたにだむ,石川県,加賀市,大聖寺川,大聖寺川ダム統合管理事務所,36.2061111,136.3777778,石川県加賀市山中温泉枯淵町ヌ1-62,201,174.5
0435300700021,大日川ダム,だいにちがわだむ,石川県,白山市,大日川,大日川ダム管理事務所,36.2894444,136.5797222,石川県白山市阿手町乙2-7,330.6,302
0435300700031,北河内ダム,きたかわちだむ,石川県,鳳珠郡能登町,河内川,奥能登土木総合事務所,37.3772222,137.0425,石川県鳳珠郡能登町字五十里メ部２７－５,129,113.3
0435300700041,八ヶ川ダム,はっかがわだむ,石川県,輪島市,八ヶ川,奥能登土木総合事務所,37.2622222,136.8322222,石川県輪島市門前町地原9-5-3,130.6,117
0435300700051,小屋ダム,おやだむ,石川県,珠洲市,鵜飼川,珠洲土木事務所,37.3913889,137.1775,石川県珠洲市宝立町柏原109-4-2,87.5,72.5
0435300700061,犀川ダム,さいがわだむ,石川県,金沢市,犀川,犀川ダム管理事務所,36.4288889,136.7466667,石川県金沢市二又新町リ10,345,318.5
