obs_fcd,dam_jp,dam_kana,pref,town,river,operator,latitude,longitude,address,normal_high_stage_m,min_stage_m
0896100700018,見島ダム,みしまだむ,山口県,萩市,大谷川,山口県,34.7741667,131.1513889,山口県萩市見島大谷591-4,23.3,13.8
0896100700019,御庄川ダム,みしょうがわだむ,山口県,岩国市,錦川,山口県,34.1291667,132.1508333,山口県岩国市柱野,41,41
0896100700020,真締川ダム,まじめがわだむ,山口県,宇部市,真締川,山口県,33.9933333,131.2702778,山口県宇部市大字川上,61.6,57.4
0896100700021,湯免ダム,ゆめんだむ,山口県,長門市,中国管内,山口県,34.3427778,131.2683333,山口県長門市三隅中,98.3,77.6
0896100700022,平瀬ダム,ひらせだむ,山口県,岩国市,錦川,山口県,34.2541667,131.9375,山口県岩国市錦町広瀬5341番地1,128.1,118
0921700700001,川口ダム（利水）,かわぐちだむ,徳島県,那賀郡那賀町,那賀川,徳島県企業局,33.8,134.4666667,徳島県那賀郡那賀町吉野字イヤ谷72-1,95,93.5
0921700700002,正木ダム,まさきだむ,徳島県,勝浦郡上勝町,勝浦川,徳島県,33.9122222,134.4283333,徳島県勝浦郡上勝町正木字藤の内18-2,183,158
0921700700003,宮川内ダム,みやがわうちだむ,徳島県,阿波市,宮川内谷川,徳島県,34.1475,134.3536111,徳島県阿波市土成町宮川内字平間58,130.6,117.8
0921700700004,福井ダム,ふくいだむ,徳島県,阿南市,福井川,徳島県,33.8141667,134.5902778,徳島県阿南市福井町鉦打95-21,43.5,39
0921700700005,追立ダム（利水）,おったちだむ（りすい）,徳島県,那賀郡那賀町,坂州木頭川,南部総合県民局（那賀）,33.8358333,134.2919444,徳島県那賀郡那賀町坂州字追立,276.85,
0921700700006,夏子ダム（利水）,なつごだむ（りすい）,徳島県,美馬市,曽江谷川,徳島県,34.135,134.1611111,徳島県美馬市脇町字西俣名,213.5,206
0947300700001,内場ダム,ないばだむ,香川県,高松市,内場川,香川県高松土木事務所,34.1686111,134.0744444,香川県高松市塩江町上西字下田井,258.5,227.6
0947300700002,千足ダム,せんぞくだむ,香川県,東かがわ市,千足川,長尾土木事務所,34.1886111,134.39,香川県東かがわ市川股字千足,129,114.5
0947300700003,五名ダム,ごみょうだむ,香川県,東かがわ市,湊川,長尾土木事務所,34.2008333,134.2675,香川県東かがわ市五名,146,130
0947300700004,大内ダム,おおちだむ,香川県,東かがわ市,様松川,長尾土木事務所,34.2219444,134.2975,香川県東かがわ市水主,62.2,50.5
0947300700005,大川ダム,おおかわだむ,香川県,さぬき市,津田川,長尾土木事務所,34.2361111,134.2480556,香川県さぬき市大川町田面,118.7,108
0947300700006,門入ダム,もんにゅうだむ,香川県,さぬき市,栴檀川,長尾土木事務所,34.2491667,134.2191667,香川県さぬき市寒川町石田東,100.2,80.2
0947300700007,前山ダム,まえやまだむ,香川県,さぬき市,鴨部川,長尾土木事務所,34.2247222,134.1722222,香川県さぬき市前山字中津,137,123.8
0947300700008,吉田ダム,よしだだむ,香川県,小豆郡小豆島町,吉田川,小豆総合事務所,34.5522222,134.3336111,香川県小豆郡小豆島町吉田字川向,109.5,83.5
0947300700009,粟地ダム,あわじだむ,香川県,小豆郡小豆島町,安田大川,小豆総合事務所,34.4913889,134.3216667,香川県小豆郡小豆島町安田字粟地,66.3,52.5
0947300700010,内海ダム,うちのみだむ,香川県,小豆郡小豆島町,別当川,小豆総合事務所,34.495,134.2997222,香川県小豆郡小豆島町神懸通後山甲,70,62
0947300700011,殿川ダム,とのがわだむ,香川県,小豆郡小豆島町,殿川,小豆総合事務所,34.5019444,134.2477778,香川県小豆郡小豆島町中山字向條,164,148.2
0947300700012,田万ダム,たまんだむ,香川県,綾歌郡綾川町,田万川,中讃土木事務所,34.1905556,134.0027778,香川県綾歌郡綾川町枌所東字桜谷,174.1,162.7
0947300700013,長柄ダム,ながらだむ,香川県,綾歌郡綾川町,綾川,中讃土木事務所,34.1961111,133.9766667,香川県綾歌郡綾川町東分,123.5,100.5
0947300700014,府中ダム（利水）,ふちゅうだむりすい,香川県,坂出市,綾川,香川県広域水道企業団,34.2844444,133.9213889,香川県坂出市府中町,32,21
0947300700015,五郷ダム,ごごうだむ,香川県,観音寺市,前田川,西讃土木事務所,34.0430556,133.6958333,香川県観音寺市大野原町有木,189.5,168
0947300700016,粟井ダム,あわいだむ,香川県,観音寺市,粟井川,西讃土木事務所,34.0652778,133.7280556,香川県観音寺市粟井町坂瀬,210,196
0947300700017,椛川ダム,かばがわだむ,香川県,高松市,椛川,香川県高松土木事務所,34.1538889,134.105,香川県高松市塩江町江町安原上東,352,301.2
0972900700001,黒瀬ダム,くろせだむ,愛媛県,西条市,加茂川,愛媛県,33.8668472,133.1603167,愛媛県西条市黒瀬,110,76.8
0972900700002,鹿森ダム,しかもりだむ,愛媛県,新居浜市,足谷川,愛媛県,33.8939083,133.3097361,愛媛県新居浜市立川町,226.2,203.8
0972900700006,玉川ダム,たまがわだむ,愛媛県,今治市,蒼社川,愛媛県,33.9933083,132.93295,愛媛県今治市玉川町,155.8,131.2
0972900700007,台ダム,うてなだむ,愛媛県,今治市,台本川,愛媛県,34.2288389,133.0122889,愛媛県今治市大三島町,68.4,59.6
0972900700021,須賀川ダム,すかがわだむ,愛媛県,宇和島市,須賀川,愛媛県,33.2418417,132.5910333,愛媛県宇和島市柿原,51,32.4
0972900700022,山財ダム,さんざいだむ,愛媛県,宇和島市,御代の川,愛媛県,33.1175972,132.5829972,愛媛県宇和島市津島町,75.7,60.7
0998500700001,鏡ダム,かがみだむ,高知県,高知市,鏡川,高知県,33.6075,133.4733333,高知県高知市鏡今井2552-1,75,53
0998500700002,永瀬ダム,ながせだむ,高知県,香美市,物部川,高知県,33.705,133.8638889,高知県香美市香北町永瀬1328-1,196,167
0998500700003,桐見ダム,きりみだむ,高知県,高岡郡越知町,坂折川,高知県,33.5241667,133.2138889,高知県高岡郡越知町五味2427-7,122.5,107.5
0998500700004,鎌井谷ダム,かまいだにだむ,高知県,香南市,香宗川,高知県,33.5863889,133.7369444,高知県香南市香我美町山北4448,66.8,57.2
0998500700005,坂本ダム,さかもとだむ,高知県,宿毛市,松田川,高知県,33.0277778,132.7277778,高知県宿毛市橋上町坂本514-39,81,76
0998500700006,以布利川ダム,いぶりがわだむ,高知県,土佐清水市,以布利川,高知県,32.8002778,132.9505556,高知県土佐清水市広畑,32.9,22.1
0998500700009,和食ダム,わじきだむ,高知県,安芸郡芸西村,和食川,安芸土木事務所,33.5504722,133.8084722,高知県安芸郡芸西村馬ノ上字西谷,88,72
1024100700001,日向神ダム,ひゅうがみだむ,福岡県,八女市,矢部川,福岡県,33.1761111,130.7802778,福岡県八女市黒木町大字北大淵,308.5,275
1024100700002,南畑ダム,みなみはただむ,福岡県,那珂川市,那珂川,福岡県,33.4347222,130.4247222,福岡県那珂川市大字五ヶ山,274.6,244.3
1024100700003,力丸ダム,りきまるだむ,福岡県,宮若市,八木山川,福岡県,33.6897222,130.6269444,福岡県宮若市宮田,104,74.5
1024100700004,油木ダム,あぶらぎだむ,福岡県,田川郡添田町,今川,福岡県,33.5558333,130.8938889,福岡県田川郡添田町大字津野,202.5,171
1024100700005,ます渕ダム,ますぶちだむ,福岡県,北九州市,紫川,福岡県,33.7622222,130.8388889,福岡県北九州市小倉南区大字頂吉,156.8,115
1024100700006,陣屋ダム,じんやだむ,福岡県,田川郡添田町,中元寺川,福岡県,33.5275,130.845,福岡県田川郡添田町大字中元寺,185.5,163
1024100700007,瑞梅寺ダム,ずいばいじだむ,福岡県,糸島市,瑞梅寺川,福岡県,33.5036111,130.2475,福岡県糸島市瑞梅寺,200,172.5
1024100700008,山神ダム,やまがみだむ,福岡県,筑紫野市,山口川,福岡県,33.4544444,130.4861111,福岡県筑紫野市大字山口,219,202
1024100700009,牛頸ダム,うしくびだむ,福岡県,大野城市,牛頸川,福岡県,33.4861111,130.4791667,福岡県大野城市大字牛頸,117.7,107.2
1024100700010,犬鳴ダム,いぬなきだむ,福岡県,宮若市,犬鳴川,福岡県,33.6877778,130.5594444,福岡県宮若市犬鳴,217.2,178
1024100700011,北谷ダム,きたたにだむ,福岡県,太宰府市,山の神川,福岡県,33.5455556,130.5558333,福岡県太宰府市大字北谷,281,264
1024100700012,猪野ダム,いのだむ,福岡県,糟屋郡久山町,猪野川,福岡県,33.6833333,130.5202778,福岡県糟屋郡久山町大字猪野,164.6,124.4
1024100700013,鳴淵ダム,なるふちだむ,福岡県,糟屋郡篠栗町,鳴渕川,福岡県,33.6255556,130.5533333,福岡県糟屋郡篠栗大字篠栗,123.5,94.7
1024100700014,福智山ダム,ふくちやまだむ,福岡県,直方市,福地川,福岡県,33.7566667,130.7833333,福岡県直方市大字頓野,161,137.6
1024100700015,藤波ダム,ふじなみだむ,福岡県,うきは市,巨瀬川,福岡県,33.3161111,130.7894444,福岡県うきは市浮羽町妹川,123,118.5
1024100700016,五ケ山ダム,ごかやまだむ,福岡県,那珂川市,那珂川,福岡県,33.4138889,130.4183333,福岡県那珂川市大字五ヶ山,407.1,344.9
1024100700017,伊良原ダム,いらはらだむ,福岡県,京都郡みやこ町,祓川,福岡県,33.5894444,130.9488889,福岡県京都郡みやこ町犀川下伊良原,201,165.9
1024100700101,松瀬ダム,まつぜだむ,福岡県,八女市,矢部川,福岡県企業局,33.1761111,130.7686111,福岡県八女市黒木町字小詰,235,232.5
1024100700102,広川ダム,ひろかわだむ,福岡県,八女郡広川町,広川,福岡県,33.2413889,130.6166667,福岡県八女郡広川町水原字梯,118,107.5
1024100700108,畑ダム,はただむ,福岡県,北九州市,黒川,福岡県,33.8044444,130.7575,福岡県北九州市八幡西区大字畑,74.8,49
1049700700001,伊岐佐ダム,いきさだむ,佐賀県,唐津市,左伊岐佐川,佐賀県,33.36765,130.0425472,佐賀県唐津市相知町伊岐佐,250.5,246.5
1049700700002,平木場ダム,ひらこばだむ,佐賀県,唐津市,町田川,佐賀県,33.4320139,129.9454722,佐賀県唐津市神田,75.1,66.3
1049700700003,有田ダム,ありただむ,佐賀県,西松浦郡有田町,有田川,佐賀県,33.1982972,129.8951333,佐賀県西松浦郡有田町白川,111,102.6
1049700700004,竜門ダム,りゅうもんだむ,佐賀県,西松浦郡有田町,有田川,佐賀県,33.2119417,129.8779667,佐賀県西松浦郡有田町広瀬山,100.7,87
1049700700005,深浦ダム,ふかうらだむ,佐賀県,杵島郡白石町,塩田川,佐賀県,33.1382167,130.1034028,佐賀県杵島郡白石町大字深浦,40.6,33.3
1049700700006,岩屋川内ダム,いわやがわちだむ,佐賀県,嬉野市,塩田川,佐賀県,33.0680861,129.9830778,佐賀県嬉野市嬉野町大字岩屋川内,182.5,173.5
1049700700007,本部ダム,もとべだむ,佐賀県,武雄市,川古川,佐賀県,33.2667694,130.0093972,佐賀県武雄市若木町大字本部,145.3,124.7
1049700700008,矢筈ダム,やはずだむ,佐賀県,武雄市,六角川,佐賀県,33.1426278,129.9497,佐賀県武雄市西川登町大字神六,100.6,86
1049700700009,狩立・日ノ峯ダム,かりたて・ひのみねだむ,佐賀県,武雄市,狩立川,佐賀県,33.1817944,129.9294889,佐賀県武雄市山内町大字宮野字日ノ峯,111,100
1049700700010,都川内ダム,みやこがわちだむ,佐賀県,伊万里市,伊万里川,佐賀県,33.2603639,129.9057139,佐賀県伊万里市大坪町丙,56.4,38.5
1049700700011,横竹ダム,よこたけだむ,佐賀県,嬉野市,塩田川,佐賀県,33.0596444,130.0382778,佐賀県嬉野市嬉野町大字吉田,180.5,162.5
1049700700012,中木庭ダム,なかこばだむ,佐賀県,鹿島市,鹿島川,佐賀県,33.0416583,130.0702611,佐賀県鹿島市大字山浦,222.5,200
1049700700013,井手口川ダム,いでぐちがわだむ,佐賀県,伊万里市,その他,佐賀県,33.2902778,129.9911111,佐賀県伊万里市大川町東田代,98.1,81.4
1049700700014,河内ダム,かわちだむ,佐賀県,鳥栖市,大木川,佐賀県,33.4066667,130.4891667,佐賀県鳥栖市河内町,,194.87
1049700700015,繁昌ダム,はんしょうだむ,佐賀県,武雄市,高橋川,佐賀県,33.2264444,130.0129722,佐賀県武雄市大字中野,,57.4
1049700700016,岸川ダム,きしかわだむ,佐賀県,多久市,今出川,佐賀県,33.3168333,130.1251944,佐賀県多久市多久町,,201
1049700700017,天ヶ瀬ダム,あまがせだむ,佐賀県,多久市,六角川,佐賀県,33.2494444,130.1069167,佐賀県多久市南多久町,,164.5
1049700700018,庭木ダム,にわきだむ,佐賀県,武雄市,六角川,佐賀県,33.1259722,129.9598333,佐賀県武雄市西川登町,,82.2
1049700700019,古木場ダム,ふるこばだむ,佐賀県,西松浦郡有田町,有田川,佐賀県,33.1671472,129.9112694,佐賀県西松浦郡有田町,,
1075300700001,猫山ダム,ねこやまだむ,長崎県,佐世保市,日宇川,長崎県,33.1689528,129.7821694,長崎県佐世保市黒髪町,84.8,83.8
1075300700002,江永ダム,えながだむ,長崎県,佐世保市,江永川,長崎県,33.1595667,129.8463722,長崎県佐世保市江永町,68.8,62.3
1075300700003,野々川ダム,ののかわだむ,長崎県,東彼杵郡波佐見町,川棚川,長崎県,33.1473333,129.9174833,長崎県東彼杵郡波佐見町湯無田郷,82.6,77.9
1075300700004,萱瀬ダム,かやぜだむ,長崎県,大村市,郡川,長崎県,32.9785278,130.0206389,長崎県大村市黒木町,228,211
1075300700005,雪浦ダム,ゆきのうらだむ,長崎県,西海市,雪浦川,長崎県,32.9547222,129.6972222,長崎県西海市大瀬戸町雪浦幸物郷,46.6,33.8
1075300700006,神浦ダム,こうのうらだむ,長崎県,長崎市,神浦川,長崎県,32.8848306,129.7129806,長崎県長崎市神浦下大中尾町,115,88.2
1075300700007,福江ダム,ふくえだむ,長崎県,五島市,福江川,長崎県,32.6819278,128.8185278,長崎県五島市吉田町字谷河,29.1,27.4
1075300700008,仁田ダム,にただむ,長崎県,対馬市,飼所川,長崎県,34.5284972,129.3953944,長崎県対馬市上県町飼所,58.6,56.8
1075300700009,ケ知ダム,けちだむ,長崎県,対馬市,け知川,長崎県,34.2573306,129.2922389,長崎県対馬市美津島町ケ知字山口,60,56.4
1075300700010,式見ダム,しきみだむ,長崎県,長崎市,式見川,長崎県,32.7911167,129.8028028,長崎県長崎市向町,62.3,42
1075300700011,勝本ダム,かつもとだむ,長崎県,壱岐市,後川川,長崎県,33.8262722,129.7072944,長崎県壱岐市勝本町新城西触字木堂,57.5,50
1075300700012,黒浜ダム,くろはまだむ,長崎県,長崎市,黒浜川,長崎県,32.6324528,129.7997861,長崎県長崎市黒浜町字流レ合,32.6,24.8
1075300700013,中山ダム,なかやまだむ,長崎県,西彼杵郡時津町,子々川川,長崎県,32.8528056,129.8110639,長崎県西彼杵郡時津町子々川郷城ノ尾,29.8,23.7
1075300700014,青方ダム,あおかただむ,長崎県,南松浦郡新上五島町,釣道川,長崎県,32.9900556,129.0718028,長崎県南松浦郡新上五島町青方郷字浅子,27.7,23.7
1075300700015,永田ダム,ながただむ,長崎県,壱岐市,永田川,長崎県,33.7511139,129.704375,長崎県壱岐市郷ノ浦町永田触字日ノ本,64.9,59.8
1075300700016,長与ダム,ながよだむ,長崎県,西彼杵郡長与町,長与川,長崎県,32.838075,129.9000056,長崎県西彼杵郡長与町本川内,99,92
1075300700017,土師野尾ダム,はじのおだむ,長崎県,諫早市,東大川,長崎県,32.8166667,130.0231667,長崎県諫早市貝津町,56.5,42.8
1075300700018,鹿尾ダム,かのおだむ,長崎県,長崎市,鹿尾川,長崎県,32.6974111,129.8631611,長崎県長崎市鹿尾町１番地,31.2,21.3
1075300700019,小ヶ倉(補助)ダム,こがくら（ほじょ）だむ,長崎県,長崎市,鹿尾川,長崎県,32.7159556,129.8761222,長崎県長崎市上戸町,90.6,70.2
1075300700020,鳴見ダム,なるみだむ,長崎県,長崎市,二股川,長崎県,32.8260139,129.8037667,長崎県長崎市鳴見町ヲイタ河内,108,78.5
1075300700021,樋口ダム,ひぐちだむ,長崎県,佐世保市,樋口川,長崎県,33.2670306,129.5892667,長崎県佐世保市鹿町町下歌ケ浦,23.5,13.5
1075300700022,男女岳ダム,めおとだけだむ,長崎県,壱岐市,角川,長崎県,33.8354,129.7496083,長崎県壱岐市芦辺町箱崎釘ノ尾触,60.3,54.55
1075300700023,目保呂ダム,めぼろだむ,長崎県,対馬市,仁田川,長崎県,34.5461194,129.372875,長崎県対馬市上県町大字瀬田,22.9,18.6
1075300700024,西山ダム,にしやまだむ,長崎県,長崎市,西山川,長崎県,32.7694694,129.8920861,長崎県長崎市片淵,84,72
1075300700025,中尾ダム,なかおだむ,長崎県,長崎市,中尾川,長崎県,32.7746472,129.9375333,長崎県長崎市田中町,57.5,39
1075300700026,宮ノ川ダム,みやのかわだむ,長崎県,南松浦郡新上五島町,宮ノ川,長崎県,32.9955278,129.0802778,長崎県南松浦郡新上五島町浦桑郷字上宇戸,57.5,47.5
1075300700027,船津ダム,ふなつだむ,長崎県,諫早市,船津川,長崎県,32.9386944,130.1681667,長崎県諫早市小長井町小川原浦,179.5,169.8
1075300700028,宮崎ダム,みやざきだむ,長崎県,長崎市,宮崎川,長崎県,32.626925,129.819475,長崎県長崎市宮崎町字森園,19.2,18
1075300700029,つづらダム,つづらだむ,長崎県,佐世保市,葛川,長崎県,33.2283667,129.6232972,長崎県佐世保市小佐々町田原,19.9,12.2
1075300700030,笛吹ダム,ふえふきだむ,長崎県,松浦市,志佐川,長崎県,33.3055417,129.7349944,長崎県松浦市志佐町笛吹免,131.5,102.5
1075300700031,伊木力ダム,いきりきだむ,長崎県,諫早市,伊木力川,長崎県,32.8391667,129.9271111,長崎県諌早市多良見町山川内,70.9,59.5
1075300700032,高浜ダム,たかはまだむ,長崎県,長崎市,江川,長崎県,32.5992611,129.7870833,長崎県長崎市高浜町字熊ヶ平,45.4,31.2
1075300700033,小浦ダム,こうらだむ,長崎県,対馬市,小浦川,長崎県,34.2311694,129.2996417,長崎県対馬市厳原町小浦,38,31.5
1075300700034,本河内（高部）,ほんごうち（こうぶ）,長崎県,長崎市,中島川,長崎振興局,32.754275,129.9097028,長崎県長崎市本河内３丁目,91.2,82.4
1075300700035,本河内（低部）,ほんごうち（ていぶ）,長崎県,長崎市,中島川,長崎振興局,32.7524889,129.8990167,長崎県長崎市本河内２丁目,49.8,47
1100900700001,市房ダム,いちふさだむ,熊本県,球磨郡水上村,球磨川,熊本県,32.3202444,131.0126389,熊本県球磨郡水上村岩野,279,249
1100900700002,氷川ダム,ひかわだむ,熊本県,八代市,氷川,熊本県,32.5711056,130.7866028,熊本県八代市泉町下岳,164.4,156
1100900700003,上津浦ダム,こうつうらだむ,熊本県,天草市,上津浦川,熊本県,32.4771694,130.3247167,熊本県天草市有明町上津浦,142,121
1100900700004,亀川ダム,かめかわだむ,熊本県,天草市,亀川,熊本県,32.4319583,130.1349889,熊本県天草市枦宇土町道目木,103.5,94
1100900700005,石打ダム,いしうちだむ,熊本県,宇城市,波多川,熊本県,32.6434806,130.5192194,熊本県宇城市三角町中村,79.7,65.8
1100900700006,路木ダム,ろぎだむ,熊本県,天草市,路木川,熊本県,32.2821472,130.0871694,熊本県天草市河浦町路木,81.5,65.2
1100900700101,清願寺ダム,せいがんじだむ,熊本県,球磨郡あさぎり町,免田川,熊本県,32.1979167,130.9385556,熊本県球磨郡あさぎり町,,257.6
1100900700102,天君ダム,あまぎみだむ,熊本県,上益城郡御船町,矢形川,熊本県,32.7389722,130.8415,熊本県上益城郡御船町,,106
1126500700001,芹川ダム,せりかわだむ,大分県,竹田市,芹川,大分県土木建築部河川課,33.1397583,131.4408472,大分県竹田市直入町大字下田北,335,313
1126500700002,黒沢ダム,くろさわだむ,大分県,佐伯市,堅田川,大分県土木建築部河川課,32.8507472,131.8386972,大分県佐伯市大字青山,95.2,86.7
1126500700003,床木ダム,ゆかぎだむ,大分県,佐伯市,床木川,大分県土木建築部河川課,33.0162778,131.861225,大分県佐伯市弥生大字床木,88.5,81
1126500700004,北川ダム,きたがわだむ,大分県,佐伯市,北川,大分県土木建築部河川課,32.7908028,131.6078639,大分県佐伯市宇目大字南田原,160.5,131
1126500700005,野津ダム,のつだむ,大分県,臼杵市,大野川管内,大分県土木建築部河川課,32.9804333,131.7616167,大分県臼杵市野津町大字垣河内,238,228.3
1126500700006,稲葉ダム,いなばだむ,大分県,竹田市,稲葉川,大分県土木建築部河川課,32.9940333,131.2967806,大分県竹田市久住町大字白丹,437.8,434
1126500700007,安岐ダム,あきだむ,大分県,国東市,安岐川,大分県土木建築部河川課,33.4855111,131.6091389,大分県国東市安岐町矢川,153.7,147.5
1126500700008,青江ダム,あおえだむ,大分県,津久見市,青江川,大分県土木建築部河川課,33.0701639,131.8061194,大分県津久見市大字上青江,64,55.3
1126500700009,行入ダム,ぎょうにゅうだむ,大分県,国東市,横手川,大分県土木建築部河川課,33.5696528,131.6494444,大分県国東市国東町横手,128,115
1126500700010,玉来ダム,たまらいだむ,大分県,竹田市,玉来川,大分県土木建築部河川課,32.9697222,131.3075,大分県竹田市大字志土知西谷1813,,
1126500700101,松木ダム,まつきだむ,大分県,玖珠郡九重町,松木川,大分県農地・農村整備課,33.2868444,131.2186444,大分県玖珠郡九重町大字松木,499,476
1126500700102,下赤逆調整池ダム,しもあかぎゃくちょうせいちだむ,宮崎県,延岡市,北川,大分県企業局,32.7503889,131.6308889,宮崎県延岡市北川町下赤,41,
1152100700001,祝子ダム,ほうりだむ,宮崎県,延岡市,祝子川,宮崎県,32.7155556,131.5733333,宮崎県延岡市北川町川内名,319.1,297.7
1152100700002,渡川ダム,どかわだむ,宮崎県,東臼杵郡美郷町,渡川,宮崎県,32.3552778,131.3452778,宮崎県東臼杵郡美郷町南郷区中渡川,299,271
1152100700003,松尾ダム,まつおだむ,宮崎県,児湯郡木城町,小丸川,宮崎県,32.2838889,131.3713889,宮崎県児湯郡木城町大字中之又,205,180
1152100700004,綾北ダム,あやきただむ,宮崎県,小林市,綾北川,宮崎県,32.0972222,131.1419444,宮崎県小林市須木下田,291.5,261.5
1152100700005,綾南ダム,あやみなみだむ,宮崎県,小林市,本庄川,宮崎県,32.0577778,131.1216667,宮崎県小林市須木下田字中野,349.5,320.5
1152100700006,岩瀬ダム,いわせだむ,宮崎県,小林市,岩瀬川,宮崎県,31.9427778,131.1402778,宮崎県小林市野尻町東麓,120,109
1152100700007,瓜田ダム,うりただむ,宮崎県,宮崎市,瓜田川,宮崎県,31.9266667,131.3083333,宮崎県宮崎市高岡町小山田,38.5,35.1
1152100700008,田代八重ダム,たしろばえだむ,宮崎県,小林市,綾北川,宮崎県,32.1366667,131.1194444,宮崎県小林市須木下田,339.1,318
1152100700009,立花ダム,たちばなだむ,宮崎県,西都市,三財川,宮崎県,32.1319444,131.27,宮崎県西都市大字寒川,267,237
1152100700010,長谷(補助)ダム,はせ（ほじょ）だむ,宮崎県,西都市,三財川,宮崎県,32.1455556,131.3402778,宮崎県西都市大字三納字尾田所,110.4,109.6
1152100700011,日南ダム,にちなんだむ,宮崎県,日南市,酒谷川,宮崎県,31.6366667,131.2755556,宮崎県日南市大字酒谷,107.3,104.4
1152100700012,広渡ダム,ひろとだむ,宮崎県,日南市,広渡川,宮崎県,31.7163889,131.2691667,宮崎県日南市北郷町北河内,258.6,251.4
1152100700013,沖田ダム,おきただむ,宮崎県,延岡市,沖田川,宮崎県,32.5505556,131.6191667,宮崎県延岡市小野町5594-24,48,47
1177700700001,川辺ダム,かわなべだむ,鹿児島県,南九州市,万之瀬川,鹿児島県,31.4452778,130.4466667,鹿児島県南九州市川辺町大字神殿,150,143
1177700700002,大和ダム,やまとだむ,鹿児島県,大島郡大和村,三田川,鹿児島県,28.3427778,129.3866667,鹿児島県大島郡大和村大字思勝,37.1,30.6
1177700700003,西之谷ダム,にしのたにだむ,鹿児島県,鹿児島市,新川,鹿児島県,31.6013889,130.5025,鹿児島県鹿児島市西別府町,,43
1203300700001,金城ダム,きんじょうダム,沖縄県,那覇市,安里川,沖縄県,26.2125,127.7172222,沖縄県那覇市繁多川,36.4,26.8
1203300700003,我喜屋ダム,がきやダム,沖縄県,島尻郡伊平屋村,シチフ川,沖縄県,27.0258333,127.9602778,沖縄県島島尻郡伊平屋村字我喜屋,45.7,34.2
1203300700004,座間味ダム,ざまみダム,沖縄県,島尻郡座間味村,内川,沖縄県,26.2322222,127.3038889,沖縄県島尻郡座間味村座間味地内,16,7
1203300700006,儀間ダム,ぎまダム,沖縄県,島尻郡久米島町,儀間川,沖縄県,26.3452778,126.7880556,沖縄県島尻郡久米島町儀間地先,57.6,49.1
1920300700002,宇連ダム,うれだむ,愛知県,新城市,宇連川,水資源機構　豊川用水総合管理所,35.0088889,137.6486111,愛知県新城市川合字大嶋26,229.15,178.85
1920300700012,大島ダム,おおしまだむ,愛知県,新城市,大島川,水資源機構　豊川用水総合管理所,34.9833333,137.6647222,愛知県新城市,,
2053100700001,ペーパンダム,ぺーぱんだむ,北海道道北,旭川市,ペーパン川,農林水産省北海道開発局管内,43.7143611,142.6651944,北海道旭川市東旭川町字瑞穂,405,386.7
2053100700002,尾白利加ダム,おしらりかだむ,北海道道央,雨竜郡雨竜町,尾白利加川,農林水産省北海道開発局管内,43.6702778,141.7742778,北海道雨竜郡雨竜町字尾白利加185番地1,151.5,135.39
2053100700003,野花南ダム,のかなんだむ,北海道道央,芦別市,野花南川,農林水産省北海道開発局管内,43.4431111,142.2317778,北海道芦別市野花南町国有林４２３林班,191.2,172.2
2053100700004,幌新ダム,ほろしんだむ,北海道道央,雨竜郡沼田町,支線沢川,農林水産省北海道開発局管内,43.8865556,141.9304444,北海道雨竜郡沼田町字幌新172,103.5,86.6
2053100700005,月形ダム,つきがただむ,北海道道央,樺戸郡月形町,須部都川,農林水産省北海道開発局管内,43.3825278,141.6465556,北海道樺戸郡月形町字ポンスベツ1518番地先,109.2,94.4
2053100700006,新十津川ダム,しんとつかわだむ,北海道道央,樺戸郡新十津川町,ルークシュベツ川,農林水産省北海道開発局管内,43.5852778,141.7271944,北海道樺戸郡新十津川町字吉野３０８－２,114.8,95.45
2053100700007,日新ダム,にっしんだむ,北海道道北,空知郡上富良野町,ピリカ富良野川,農林水産省北海道開発局管内,43.4896389,142.5188056,北海道空知郡上富良野町字上富良野,307.8,291.2
2053100700008,当麻ダム,とうまだむ,北海道道北,上川郡当麻町,当麻川,農林水産省北海道開発局管内,43.8721111,142.5820556,北海道上川郡当麻町３２８７番１地先,211,197
2053100700009,青山ダム,あおやまだむ,北海道道央,石狩郡当別町,当別川,農林水産省北海道開発局管内,43.4773889,141.59425,北海道石狩郡当別町字青山5478番地先,142,122.7
2053100700010,沼田ダム,ぬまただむ,北海道道央,雨竜郡沼田町,幌新太刀別川,農林水産省北海道開発局管内,43.9108333,141.9260833,北海道雨竜郡沼田町字浅野空知森林管里署北空知支所482林班ぬ小班地先,132.7,111.6
2053100700011,神居ダム,かむいだむ,北海道道北,旭川市,オイチャヌンペ川,農林水産省北海道開発局管内,43.6024444,142.3438611,北海道旭川市新開,288.1,274.3
2053100700012,新区画ダム,しんくかくだむ,北海道道北,上川郡美瑛町,ニタチパウマナイ川,農林水産省北海道開発局管内,43.6006667,142.5126389,北海道上川郡美瑛町字新区画,291.6,271.1
2053100700013,幌向ダム,ほろむいだむ,北海道道央,岩見沢市,マップ川,農林水産省北海道開発局管内,43.164,141.9369167,北海道岩見沢市毛陽町474－2番地先,147.44,121.6
2053100700014,しろがねダム,しろがねだむ,北海道道北,上川郡美瑛町,オヤウンナイ川,農林水産省北海道開発局管内,43.4908333,142.5987778,北海道上川郡美瑛町字美瑛原野,512.5,475.5
2053100700015,上湯内ダム,かみゆないだむ,北海道道央,深川市,多度志川,農林水産省北海道開発局管内,43.79625,142.1524444,北海道深川市多度志町湯内７４１番地１地先,125.97,117.3
